proteinID,ligandID,mean,median,max,min,var,DATABASE_ID,DATABASE_NAME,SMILES,INCHI_IDENTIFIER,INCHI_KEY,FORMULA,MOLECULAR_WEIGHT,EXACT_MASS,JCHEM_ACCEPTOR_COUNT,JCHEM_ATOM_COUNT,JCHEM_AVERAGE_POLARIZABILITY,JCHEM_BIOAVAILABILITY,JCHEM_DONOR_COUNT,JCHEM_FORMAL_CHARGE,JCHEM_GHOSE_FILTER,JCHEM_IUPAC,ALOGPS_LOGP,JCHEM_LOGP,ALOGPS_LOGS,JCHEM_MDDR_LIKE_RULE,JCHEM_NUMBER_OF_RINGS,JCHEM_PHYSIOLOGICAL_CHARGE,JCHEM_PKA,JCHEM_PKA_STRONGEST_ACIDIC,JCHEM_PKA_STRONGEST_BASIC,JCHEM_POLAR_SURFACE_AREA,JCHEM_REFRACTIVITY,JCHEM_ROTATABLE_BOND_COUNT,JCHEM_RULE_OF_FIVE,ALOGPS_SOLUBILITY,JCHEM_TRADITIONAL_IUPAC,JCHEM_VEBER_RULE,DRUGBANK_ID,DRUG_GROUPS,GENERIC_NAME,SYNONYMS,PRODUCTS,JCHEM_AVERAGE_NEUTRAL_MICROSPECIES_CHARGE,JCHEM_NEUTRAL_CHARGE,SECONDARY_ACCESSION_NUMBERS,INTERNATIONAL_BRANDS,SALTS
7RDY-zinc,Mrv1909-06162017422D,-13.477272727272728,-13.5,-13.2,-13.8,0.0636575052854119,DB12674,drugbank,[H][C@@]12[C@@H]3SC[C@]4(NCCC5=C4NC4=CC=C(OC)C=C54)C(=O)OC[C@H](N1[C@@H](O)[C@@H]1CC4=CC(C)=C(OC)C(O)=C4[C@@]2([H])N1C)C1=C2OCOC2=C(C)C(OC(C)=O)=C31,"InChI=1S/C41H44N4O10S/c1-17-11-20-12-25-39(48)45-26-14-52-40(49)41(38-22(9-10-42-41)23-13-21(50-5)7-8-24(23)43-38)15-56-37(31(45)30(44(25)4)27(20)32(47)33(17)51-6)29-28(26)36-35(53-16-54-36)18(2)34(29)55-19(3)46/h7-8,11,13,25-26,30-31,37,39,42-43,47-48H,9-10,12,14-16H2,1-6H3/t25-,26-,30+,31+,37+,39-,41+/m0/s1",YDDMIZRDDREKEP-HWTBNCOESA-N,C41H44N4O10S,784.88,784.277814807,11,100,81.24730655828209,0,4,0,0,"(1R,2R,3R,11S,12S,14R,26R)-5,12-dihydroxy-6,6'-dimethoxy-7,21,30-trimethyl-27-oxo-2',3',4',9'-tetrahydro-17,19,28-trioxa-24-thia-13,30-diazaspiro[heptacyclo[12.9.6.1^{3,11}.0^{2,13}.0^{4,9}.0^{15,23}.0^{16,20}]triacontane-26,1'-pyrido[3,4-b]indole]-4,6,8,15,20,22-hexaen-22-yl acetate",2.65,4.516239303666665,-4.08,0,10,1,12.95934216824636,9.349936885844317,7.198170500852399,164.28,205.90409999999997,4,0,6.46e-02 g/l,"(1R,2R,3R,11S,12S,14R,26R)-5,12-dihydroxy-6,6'-dimethoxy-7,21,30-trimethyl-27-oxo-2',3',4',9'-tetrahydro-17,19,28-trioxa-24-thia-13,30-diazaspiro[heptacyclo[12.9.6.1^{3,11}.0^{2,13}.0^{4,9}.0^{15,23}.0^{16,20}]triacontane-26,1'-pyrido[3,4-b]indole]-4,6,8,15,20,22-hexaen-22-yl acetate",0,DB12674,approved; investigational,Lurbinectedin,Lurbinectedin,Zepzelca,2.1250572853982748,1,nan,Zepsyre,nan
7RDY-zinc,Mrv1909-09142016392D,-13.4,-13.4,-13.1,-13.7,0.0920930232558137,DB15830,drugbank,[H][C@]12C[C@@]3([H])[C@]4([H])CC=C5C[C@@H](O)C[C@@H](O)[C@]5(C)[C@@]4([H])CC[C@]3(C)[C@@]1([H])[C@H](C)[C@@]1(CC[C@@H](C)CO1)O2,"InChI=1S/C27H42O4/c1-15-7-10-27(30-14-15)16(2)24-22(31-27)13-21-19-6-5-17-11-18(28)12-23(29)26(17,4)20(19)8-9-25(21,24)3/h5,15-16,18-24,28-29H,6-14H2,1-4H3/t15-,16+,18-,19-,20+,21+,22+,23-,24+,25+,26+,27-/m1/s1",QMQIQBOGXYYATH-IDABPMKMSA-N,C27H42O4,430.629,430.308309832,4,73,51.72637040614343,1,2,0,0,"(1'S,2R,2'S,4'S,5R,7'S,8'R,9'S,12'S,13'R,14'R,16'R)-5,7',9',13'-tetramethyl-5'-oxaspiro[oxane-2,6'-pentacyclo[10.8.0.0^{2,9}.0^{4,8}.0^{13,18}]icosan]-18'-ene-14',16'-diol",3.08,3.623700380999998,-4.72,0,6,0,15.318872264595267,14.449436263710373,-2.7501835276837,58.92,121.73779999999998,0,1,8.21e-03 g/l,unii-71TH42O2CQ,0,DB15830,experimental,Ruscogenin,nan,nan,-3.998385112537449e-08,0,nan,Ruscorectal,nan
7RDY-no-extra,Lupeol,-13.4,-13.4,-13.2,-13.6,0.0409302325581397,DB12622,drugbank,[H][C@]12[C@@H](CC[C@]1(C)CC[C@]1(C)[C@]2([H])CC[C@]2([H])[C@@]3(C)CC[C@H](O)C(C)(C)[C@]3([H])CC[C@@]12C)C(C)=C,"InChI=1S/C30H50O/c1-19(2)20-11-14-27(5)17-18-29(7)21(25(20)27)9-10-23-28(6)15-13-24(31)26(3,4)22(28)12-16-30(23,29)8/h20-25,31H,1,9-18H2,2-8H3/t20-,21+,22-,23+,24-,25+,27+,28-,29+,30+/m0/s1",MQYXUWHLBZFQQO-QGTGJCAVSA-N,C30H50O,426.729,426.38616623,1,81,53.787462073711126,1,1,0,0,"(1R,2R,5R,8R,9R,10R,13R,14R,17S,19R)-1,2,5,14,18,18-hexamethyl-8-(prop-1-en-2-yl)pentacyclo[11.8.0.0²,¹⁰.0⁵,⁹.0¹⁴,¹⁹]henicosan-17-ol",5.97,7.448046480999999,-6.34,0,5,0,nan,19.48943339017772,-0.8351218351362649,20.23,130.90829999999997,1,0,1.95e-04 g/l,lupeol,1,DB12622,investigational,Lupeol,nan,nan,nan,n,nan,nan,nan
7RDY-zinc,Mrv0541-05041408582D,-13.397727272727272,-13.3,-12.8,-14.1,0.3611575052854107,DB02169,drugbank,[H]\C(=C(\[H])[C@@]1([H])CC[C@@]2(CC[C@@]3([H])O[C@@]([H])(C(=C)[C@@]([H])(O)[C@]3([H])O2)[C@@]([H])(O)C[C@]([H])(C)[C@@]2([H])O[C@@]3(CCCCO3)CC[C@@]2([H])C)O1)[C@@]([H])(C)[C@]1([H])CC(C)=C[C@@]2(O[C@]([H])(C[C@@](C)(O)C(O)=O)CC[C@@]2([H])O)O1,"InChI=1S/C44H68O13/c1-25-21-34(55-44(23-25)35(46)12-11-31(54-44)24-41(6,50)40(48)49)26(2)9-10-30-14-18-43(53-30)19-15-33-39(57-43)36(47)29(5)38(52-33)32(45)22-28(4)37-27(3)13-17-42(56-37)16-7-8-20-51-42/h9-10,23,26-28,30-39,45-47,50H,5,7-8,11-22,24H2,1-4,6H3,(H,48,49)/b10-9+/t26-,27-,28+,30+,31+,32+,33-,34+,35-,36-,37+,38+,39-,41-,42+,43-,44-/m1/s1",QNDVLZJODHBUFM-WFXQOWMNSA-N,C44H68O13,805.0029,804.465992262,13,125,88.63677870419656,0,5,0,0,"(2R)-3-[(2S,5R,6R,8S)-8-[(2R,3E)-4-[(2R,4'aR,5R,6'S,8'R,8'aS)-8'-hydroxy-6'-[(1S,3S)-1-hydroxy-3-[(2S,3R,6S)-3-methyl-1,7-dioxaspiro[5.5]undecan-2-yl]butyl]-7'-methylidene-hexahydro-3'H-spiro[oxolane-2,2'-pyrano[3,2-b]pyran]-5-yl]but-3-en-2-yl]-5-hydroxy-10-methyl-1,7-dioxaspiro[5.5]undec-10-en-2-yl]-2-hydroxy-2-methylpropanoic acid",2.73,5.134746159333332,-5.26,1,7,-1,12.930482613594505,3.7619459573873675,-3.185891878291254,182.82999999999996,210.78060000000002,10,0,4.42e-03 g/l,biotin,0,DB02169,experimental,"9,10-Deepithio-9,10-Didehydroacanthifolicin",nan,nan,-0.9994241529518969,-1,EXPT02429,nan,nan
7RDY-no-extra,Mrv0541-08301318242D,-13.393181818181818,-13.4,-13.2,-13.5,0.0122780126849893,DB05109,drugbank,[H][C@@]12[C@@H]3SC[C@]4(NCCC5=C4C=C(OC)C(O)=C5)C(=O)OC[C@H](N1[C@@H](O)[C@@H]1CC4=CC(C)=C(OC)C(O)=C4[C@H]2N1C)C1=C2OCOC2=C(C)C(OC(C)=O)=C31,"InChI=1S/C39H43N3O11S/c1-16-9-20-10-22-37(46)42-23-13-50-38(47)39(21-12-25(48-5)24(44)11-19(21)7-8-40-39)14-54-36(30(42)29(41(22)4)26(20)31(45)32(16)49-6)28-27(23)35-34(51-15-52-35)17(2)33(28)53-18(3)43/h9,11-12,22-23,29-30,36-37,40,44-46H,7-8,10,13-15H2,1-6H3/t22-,23-,29+,30+,36+,37-,39+/m0/s1",PKVRCIRHQMSYJX-AIFWHQITSA-N,C39H43N3O11S,761.837,761.261829923,12,97,77.97598646421704,0,4,0,0,"(1R,2R,3R,11S,12S,14R,26R)-5,6',12-trihydroxy-6,7'-dimethoxy-7,21,30-trimethyl-27-oxo-3',4'-dihydro-2'H-17,19,28-trioxa-24-thia-13,30-diazaspiro[heptacyclo[12.9.6.1^{3,11}.0^{2,13}.0^{4,9}.0^{15,23}.0^{16,20}]triacontane-26,1'-isoquinoline]-4,6,8,15,20,22-hexaen-22-yl acetate",2.04,4.193910865333333,-3.37,0,9,1,10.057912254304542,9.256092143041649,7.196201624817803,168.72,196.921,4,0,3.28e-01 g/l,tetrahydrofolic acid,0,DB05109,approved; investigational,Trabectedin,Ecteinascidin 743; Trabectedin; Trabectedina,Yondelis,0.609567905983387,1,nan,nan,nan
7RDY-no-extra,Mrv1572004191602432D,-13.388636363636364,-13.4,-13.2,-13.6,0.0312632135306552,DB12983,drugbank,N1C2=C3C=CC=CC3=C1\N=C1/N=C(/N=C3\N=C(NC4=N\C(=N/2)C2=CC=CC=C42)C2=CC=CC=C32)C2=CC=CC=C12,"InChI=1S/C32H18N8/c1-2-10-18-17(9-1)25-33-26(18)38-28-21-13-5-6-14-22(21)30(35-28)40-32-24-16-8-7-15-23(24)31(36-32)39-29-20-12-4-3-11-19(20)27(34-29)37-25/h1-16H,(H2,33,34,35,36,37,38,39,40)",IEQIEDJGQAUEQZ-UHFFFAOYSA-N,C32H18N8,514.552,514.165442612,6,58,57.90102503193994,0,2,0,0,"2,11,20,29,37,38,39,40-octaazanonacyclo[28.6.1.1³,¹⁰.1¹²,¹⁹.1²¹,²⁸.0⁴,⁹.0¹³,¹⁸.0²²,²⁷.0³¹,³⁶]tetraconta-1,3,5,7,9,11,13,15,17,19(39),20,22,24,26,28(38),30(37),31,33,35-nonadecaene",4.79,6.4891629779999995,-4.69,0,9,-1,13.924703281959545,5.516296525037,2.5165173401713123,108.92,155.73139999999998,0,0,1.05e-02 g/l,"29H, 31H-phthalocyanine",0,DB12983,investigational,Phthalocyanine,ftalocianina; Pigment blue 16,nan,nan,n,nan,nan,nan
7RDY-no-extra,Mrv1909-01032022272D,-13.386363636363637,-13.4,-13.3,-13.4,0.0012050739957716,DB03933,drugbank,[H]N1C(=O)C(=C)OC2=CC(OC)=CC(C(=O)O[C@H]3COC(=O)C[C@@H](C4=CC(O)=C(O[C@]5([H])C6=C(C=C3C=C6)C3=CC=C[C@]53O[C@@H]3OC(C)(C)[C@H]([C@@H](O)[C@H]3O)N(C)C)C(Cl)=C4)[N+]([H])([H])[H])=C12,"InChI=1S/C43H44ClN3O13/c1-19-39(52)46-33-25(15-22(54-6)16-30(33)56-19)40(53)57-31-18-55-32(49)17-28(45)21-13-27(44)36(29(48)14-21)58-38-23-10-9-20(31)12-24(23)26-8-7-11-43(26,38)60-41-35(51)34(50)37(47(4)5)42(2,3)59-41/h7-16,28,31,34-35,37-38,41,48,50-51H,1,17-18,45H2,2-6H3,(H,46,52)/p+1/t28-,31-,34-,35+,37-,38+,41-,43+/m0/s1",SAWXMTQYIIZWNU-RGEBLUSTSA-O,C43H45ClN3O13,847.283,846.264091248,12,105,84.85478337257817,0,5,1,0,"(3R,4R,14R,19S)-23-chloro-4-{[(2S,3R,4R,5S)-5-(dimethylamino)-3,4-dihydroxy-6,6-dimethyloxan-2-yl]oxy}-22-hydroxy-14-(7-methoxy-2-methylidene-3-oxo-3,4-dihydro-2H-1,4-benzoxazine-5-carbonyloxy)-17-oxo-2,16-dioxapentacyclo[18.2.2.1^{9,13}.0^{3,10}.0^{4,8}]pentacosa-1(22),5,7,9,11,13(25),20,23-octaen-19-aminium",nan,3.7592389003316575,nan,1,8,2,9.592777753942345,9.065222243027133,8.518734406715033,219.42,229.13539999999992,7,0,nan,"(2S)-2-({4-[(2E)-N-({2-amino-4-oxo-1H-pyrido[3,2-d]pyrimidin-6-yl}methyl)-3-{5-carbamoyl-3-[(2R,3R,4S,5R)-3,4-dihydroxy-5-[(phosphonooxy)methyl]oxolan-2-yl]imidazol-4-yl}prop-2-enamido]phenyl}formamido)pentanedioic acid",0,DB03933,experimental,C-1027 Aromatized chromophore,nan,nan,1.8492789100161706,2,EXPT02805,nan,nan
7RDY-zinc,Mrv1909-12152018152D,-13.385185185185184,-13.5,-12.5,-14.8,0.3174643874643885,DB16186,drugbank,CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CCN4C=CC5=CC(=CC=C45)N4C(=O)NN=C4C4=CC(C(C)C)=C(O)C=C4O)CC3)C=C12,"InChI=1S/C49H49N7O9/c1-5-31-33-20-30(8-9-38(33)50-43-35(31)24-55-40(43)22-37-36(45(55)59)25-64-46(60)49(37,63)6-2)65-48(62)54-16-12-27(13-17-54)11-15-53-18-14-28-19-29(7-10-39(28)53)56-44(51-52-47(56)61)34-21-32(26(3)4)41(57)23-42(34)58/h7-10,14,18-23,26-27,57-58,63H,5-6,11-13,15-17,24-25H2,1-4H3,(H,52,61)/t49-/m0/s1",QTPZAEAYDWMVJO-GGCSAXROSA-N,C49H49N7O9,879.971,879.359176186,9,114,95.67680309631842,0,4,0,0,"(19S)-10,19-diethyl-19-hydroxy-14,18-dioxo-17-oxa-3,13-diazapentacyclo[11.8.0.0^{2,11}.0^{4,9}.0^{15,20}]henicosa-1(21),2,4,6,8,10,15(20)-heptaen-7-yl 4-[2-(5-{3-[2,4-dihydroxy-5-(propan-2-yl)phenyl]-5-oxo-4,5-dihydro-1H-1,2,4-triazol-4-yl}-1H-indol-1-yl)ethyl]piperidine-1-carboxylate",5.83,6.699420311333331,-4.95,1,10,0,9.294482045181859,8.531628440216645,3.80195272016212,199.35999999999996,241.34239999999997,10,0,9.83e-03 g/l,"2-methoxy-4-[(1E)-3-[4-(nitrooxy)butoxy]-3-oxoprop-1-en-1-yl]phenyl (4R)-4-[(1R,3aS,3bR,4S,5aS,7R,9aS,9bS,11aR)-4,7-dihydroxy-9a,11a-dimethyl-tetradecahydro-1H-cyclopenta[a]phenanthren-1-yl]pentanoate",0,DB16186,investigational,PEN-866,Hsp90-targeted sn-38 conjugate pen-866,nan,-0.034587470579284664,0,nan,nan,nan
7RDY-zinc,Mrv1909-10112218422D,-13.35,-13.35,-12.9,-13.8,0.2072093023255815,DB17052,drugbank,CN1CCC2(COC3=CC4=C(C=C23)N(CC4)C(=O)C2=CC=C(C=C2)C2=C(C)C=C(C=C2)C2=NOC(C)=N2)CC1,"InChI=1S/C32H32N4O3/c1-20-16-25(30-33-21(2)39-34-30)8-9-26(20)22-4-6-23(7-5-22)31(37)36-13-10-24-17-29-27(18-28(24)36)32(19-38-29)11-14-35(3)15-12-32/h4-9,16-18H,10-15,19H2,1-3H3",ATQMRMGXINTJHV-UHFFFAOYSA-N,C32H32N4O3,520.633,520.247440906,5,71,60.939006291858874,0,0,0,0,"1'-methyl-5-[2'-methyl-4'-(5-methyl-1,2,4-oxadiazol-3-yl)-[1,1'-biphenyl]-4-carbonyl]-2,5,6,7-tetrahydrospiro[furo[2,3-f]indole-3,4'-piperidine]",4.90,5.335461015333335,-4.15,0,7,1,nan,nan,8.822090647252118,71.7,163.82969999999997,3,0,3.67e-02 g/l,"6-cyclopropaneamido-N-[hydroxy(2H2)methyl]-4-{[2-methoxy-3-(1-methyl-1,2,4-triazol-3-yl)phenyl]amino}pyridazine-3-carboxamide",0,DB17052,investigational,SB 224289,"(1'-methyl-6,7-dihydro-5h-spiro(furo(2,3-f)indole-3,4'-piperidin)-5-yl)(2'-methyl-4'-(5-methyl-1,2,4-oxadiazol-3-yl)biphenyl-4-yl)methanone; (2'-methyl-4'-(5-methyl-1,2,4-oxadiazol-3-yl)-(1,1'-biphenyl)-4-yl)(1'-methyl-6,7-dihydrospiro(furo(2,3-f)indole-3,4'-piperidin)-5(2h)-yl)methanone; (4-(2-methyl-4-(5-methyl-1,2,4-oxadiazol-3-yl)phenyl)phenyl)-(1'-methylspiro(6,7-dihydro-2h-furo(2,3-f)indole-3,4'-piperidine)-5-yl)methanone; 6,7-dihydro-1'-methyl-5-((2'-methyl-4'-(5-methyl-1,2,4-oxadiazol-3-yl)-1,1'-biphenyl-4-yl)carbonyl)spiro(2h-furo(2,3-f)indole-3(5h),4'-piperidine); Methanone, (2'-methyl-4'-(5-methyl-1,2,4-oxadiazol-3-yl)(1,1'-biphenyl)-4-yl)(2,5,6,7-tetrahydro-1'-methylspiro(3h-furo(2,3-f)indole-3,4'-piperidin)-5-yl)-; Spiro(2h-furo(2,3-f)indole-3(5h),4'-piperidine), 6,7-dihydro-1'-methyl-5-((2'-methyl-4'-(5-methyl-1,2,4-oxadiazol-3-yl)(1,1'-biphenyl)-4-yl)carbonyl)-",nan,0.9851606065907643,1,nan,nan,SB 224289 hydrochloride
7RDY-no-extra,Mrv1652306231722402D-1704021547864,-13.35,-13.35,-13.1,-13.6,0.063953488372093,DB13338,drugbank,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@](C)(F)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,"InChI=1S/C37H66FNO13/c1-14-24-37(10,46)29(42)21(5)28(41)34(7,38)17-35(8,45)31(52-33-26(40)23(39(11)12)15-18(2)48-33)19(3)27(20(4)32(44)50-24)51-25-16-36(9,47-13)30(43)22(6)49-25/h18-27,29-31,33,40,42-43,45-46H,14-17H2,1-13H3/t18-,19+,20-,21+,22+,23+,24-,25+,26-,27+,29-,30+,31-,33+,34+,35-,36-,37-/m1/s1",XOEUHCONYHZURQ-HNUBZJOYSA-N,C37H66FNO13,751.927,751.451819352,13,118,79.53076636883978,0,5,0,0,"(3R,4S,5S,6R,7R,9S,11R,12R,13S,14R)-6-{[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy}-14-ethyl-9-fluoro-7,12,13-trihydroxy-4-{[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy}-3,5,7,9,11,13-hexamethyl-1-oxacyclotetradecane-2,10-dione",2.41,2.4334003023333306,-3.33,1,3,1,12.63499941722911,11.819632066404134,8.380854607561897,193.91,185.93240000000003,7,0,3.55e-01 g/l,flurithromycin,0,DB13338,experimental,Flurithromycin,Flurithromycin; fluritromicina,nan,nan,n,nan,nan,nan
7RDY-no-extra,Mrv1909-12091921202D,-13.3,-13.3,-13.3,-13.3,0.0,DB02729,drugbank,O[C@@H]1[C@@H](O)[C@@H](CC2=CC=CC=C2)N(CC2=CC=CC(=C2)C(=O)NC2=NC3=C(N2)C=CC=C3)C(=O)N(CC2=CC(=CC=C2)C(=O)NC2=NC3=C(N2)C=CC=C3)[C@@H]1CC1=CC=CC=C1,"InChI=1S/C49H44N8O5/c58-43-41(27-31-13-3-1-4-14-31)56(29-33-17-11-19-35(25-33)45(60)54-47-50-37-21-7-8-22-38(37)51-47)49(62)57(42(44(43)59)28-32-15-5-2-6-16-32)30-34-18-12-20-36(26-34)46(61)55-48-52-39-23-9-10-24-40(39)53-48/h1-26,41-44,58-59H,27-30H2,(H2,50,51,54,60)(H2,52,53,55,61)/t41-,42-,43+,44+/m1/s1",UWSVAGUSMAEUKO-QHQGJXSCSA-N,C49H44N8O5,824.9243,824.343466558,7,106,87.62241275349346,0,6,0,0,"N-(1H-1,3-benzodiazol-2-yl)-3-{[(4R,5S,6S,7R)-3-({3-[(1H-1,3-benzodiazol-2-yl)carbamoyl]phenyl}methyl)-4,7-dibenzyl-5,6-dihydroxy-2-oxo-1,3-diazepan-1-yl]methyl}benzamide",5.59,7.818210580333334,-5.19,1,9,0,10.325341298728258,9.72356676946536,2.8227547883913644,179.57000000000002,237.82079999999993,12,0,5.38e-03 g/l,"[(1R,2S,6S,9R,11S)-11-(hydroxymethyl)-4,4,11-trimethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.0^{2,6}]dodecan-6-yl]methyl sulfamate",0,DB02729,experimental,SD146,"3,3'-{[(4R,5S,6S,7R)-4,7-Dibenzyl-5,6-dihydroxy-2-oxo-1,3-diazepane-1,3-diyl]bis(methylene)}bis[N-(1H-benzimidazol-2-yl)benzamide]",nan,nan,n,EXPT00032,nan,nan
7RDY-no-extra,Mrv1909-02092017092D,-13.279545454545454,-13.3,-13.0,-13.5,0.0509672304439747,DB02868,drugbank,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@@](CC)(C[C@@]22OC(=O)N(CCCl)C2=O)[C@@]13[H])[C@]1(C[C@H]2CN(C[C@](O)(CC)C2)CCC2=C1NC1=CC=CC=C21)C(=O)OC,"InChI=1S/C46H56ClN5O7/c1-6-42-14-10-17-51-19-15-44(37(42)51)31-21-32(35(57-4)22-34(31)49(3)38(44)46(26-42)39(53)52(20-16-47)41(55)59-46)45(40(54)58-5)24-28-23-43(56,7-2)27-50(25-28)18-13-30-29-11-8-9-12-33(29)48-36(30)45/h8-12,14,21-22,28,37-38,48,56H,6-7,13,15-20,23-27H2,1-5H3/t28-,37-,38+,42-,43-,44+,45-,46+/m0/s1",NUXKIZBEPYVRKP-RWBWKAGLSA-N,C46H56ClN5O7,826.419,825.386826878,8,115,89.62555406674687,0,2,0,0,"methyl (13S,15R,17S)-13-[(1'R,2R,9'R,12'R,19'S)-4-(2-chloroethyl)-12'-ethyl-5'-methoxy-8'-methyl-3,5-dioxo-8',16'-diazaspiro[1,4-oxazolidine-2,10'-pentacyclo[10.6.1.0^{1,9}.0^{2,7}.0^{16,19}]nonadecane]-2',4',6',13'-tetraen-4'-yl]-17-ethyl-17-hydroxy-1,11-diazatetracyclo[13.3.1.0^{4,12}.0^{5,10}]nonadeca-4(12),5,7,9-tetraene-13-carboxylate",5.05,5.722821775000003,-4.95,1,10,2,16.31524131501563,14.405025334056456,8.971255243973767,127.88,226.28289999999996,8,0,9.34e-03 g/l,"6-(2,6-dichlorophenyl)-2-{[3-(hydroxymethyl)phenyl]amino}-8-methylpyrido[2,3-d]pyrimidin-7-one",0,DB02868,experimental,Deacetoxyvinzolidine,nan,nan,1.9451447660698544,2,EXPT01963,nan,nan
7RDY-no-extra,Mrv1652306231722452D-1704021548255,-13.270454545454545,-13.3,-12.9,-13.6,0.1123625792811836,DB13640,drugbank,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2C(=O)C=C2[C@@H]4C[C@](C)(CC[C@]4(C)CC[C@@]32C)C(O)=O)C1(C)C,"InChI=1S/C32H48O5/c1-19(33)37-24-10-11-30(6)23(27(24,2)3)9-12-32(8)25(30)22(34)17-20-21-18-29(5,26(35)36)14-13-28(21,4)15-16-31(20,32)7/h17,21,23-25H,9-16,18H2,1-8H3,(H,35,36)/t21-,23-,24-,25+,28+,29-,30-,31+,32+/m0/s1",FTQDJVZNPJRVPG-XWEVEMRCSA-N,C32H48O5,512.731,512.350174646,4,85,59.68387586910149,0,1,0,0,"(2S,4aS,6aS,6bR,8aR,10S,12aS,12bR,14bR)-10-(acetyloxy)-2,4a,6a,6b,9,9,12a-heptamethyl-13-oxo-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-2-carboxylic acid",5.99,6.4724534466666634,-5.97,0,5,-1,nan,4.444329599297022,-5.097523233513453,80.67,143.42,3,0,5.55e-04 g/l,acetoxolone,0,DB13640,experimental,Acetoxolone,nan,nan,nan,n,nan,nan,nan
7RDY-zinc,Mrv1652310211604252D-1704021547515,-13.268181818181818,-13.3,-12.8,-13.8,0.221289640591966,DB13050,drugbank,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(CC1)C1=CC(=NC(=N1)N1CCCC1)N1CCCC1,"InChI=1S/C38H52N6O2/c1-26-22-31-29-9-8-27-23-28(45)10-12-37(27,2)30(29)11-13-38(31,3)35(26)32(46)25-41-18-20-43(21-19-41)34-24-33(42-14-4-5-15-42)39-36(40-34)44-16-6-7-17-44/h10-12,23-24,26,29,31,35H,4-9,13-22,25H2,1-3H3/t26-,29-,31+,35-,37+,38+/m1/s1",RBKASMJPSJDQKY-RBFSKHHSSA-N,C38H52N6O2,624.874,624.415174938,8,98,73.64610353951485,0,0,0,0,"(2S,10S,11S,13R,14S,15S)-14-(2-{4-[2,6-bis(pyrrolidin-1-yl)pyrimidin-4-yl]piperazin-1-yl}acetyl)-2,13,15-trimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadeca-1(17),3,6-trien-5-one",5.45,6.629479154333336,-3.91,1,8,0,19.227940935359722,18.263302100930282,6.58657000260419,72.88,190.35129999999995,6,0,7.73e-02 g/l,"(2S,10S,11S,13R,14S,15S)-14-(2-{4-[2,6-bis(pyrrolidin-1-yl)pyrimidin-4-yl]piperazin-1-yl}acetyl)-2,13,15-trimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadeca-1(17),3,6-trien-5-one",0,DB13050,investigational,Tirilazad,Tirilazad,nan,nan,n,nan,nan,nan
7RDY-zinc,Mrv1718006121812052D,-13.254545454545456,-13.45,-12.5,-13.8,0.3276532769556033,DB14054,drugbank,[H][C@@]12CC[C@]3(C)[C@]([H])(CC=C4[C@]5([H])[C@@H](C)[C@H](C)CC[C@@]5(CC[C@@]34C)C(O)=O)[C@@]1(C)C[C@@H](O)[C@H](O)[C@@]2(C)CO,"InChI=1S/C30H48O5/c1-17-9-12-30(25(34)35)14-13-28(5)19(23(30)18(17)2)7-8-22-26(3)15-20(32)24(33)27(4,16-31)21(26)10-11-29(22,28)6/h7,17-18,20-24,31-33H,8-16H2,1-6H3,(H,34,35)/t17-,18+,20-,21-,22-,23+,24+,26+,27+,28-,29-,30+/m1/s1",JXSVIVRDWWRQRT-UYDOISQJSA-N,C30H48O5,488.6991,488.350174646,5,83,56.63270198508151,1,4,0,0,"(1S,2R,4aS,6aS,6bR,8aR,9R,10R,11R,12aR,12bR,14bS)-10,11-dihydroxy-9-(hydroxymethyl)-1,2,6a,6b,9,12a-hexamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-4a-carboxylic acid",4.81,4.2261306460000005,-4.63,0,5,-1,13.553793907295336,4.744125421269486,-2.787482617442854,97.99,136.8342,2,1,1.14e-02 g/l,asiatic acid,0,DB14054,experimental,Asiatic acid,Dammarolic acid,Centella Scar Ylang Ylang; Karatica Im Cica Essence Pack; Troiareuke Acsen Recovery,nan,n,nan,nan,nan
