ligand	avg_energy	max_energy	min_energy	avg_rsmd
CCCc1cccc(C(=CC(=O)NC(=O)[C@@H](O)[C@H](CNC(=O)O)COP(=O)(O)O)CC)c1	Molecule_578	-7.025212	-6.628900	-7.526400	5.578623
CON=C1C=C(C2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@H](O)CCC(=O)O)CCC2)CC2=C1C=C1C=CC[C@@H]21	Molecule_1575	-7.799258	-7.089400	-9.000000	4.720917
O=C(O)OCCN(C(=O)COP(=O)(O)O)[C@H]1OCC(=O)O1	Molecule_150	-6.456998	-5.832300	-7.627600	3.382031
CCC=C1CC2=CCCCC2=C2CC3=CCC(=C4C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N4C(=O)[C@H](O)CCC(=O)O)C=C3C=C12	Molecule_1525	-7.263900	-6.646600	-8.645700	7.125248
O=C(O)CCOC[C@H](O[P@](=O)(O)OP(=O)(O)O)[C@@H](CC(=O)NC(=O)O)OP(=O)(O)O	Molecule_507	-6.695127	-6.283800	-7.201200	4.189902
CC(C)C=C1C=CC2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@H](O)CCC(=O)O)CC=C2C1	Molecule_960	-6.991564	-6.571400	-8.470900	7.940900
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3CC4=CCC=C4CC3=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_878	-7.189724	-4.292600	-8.790800	7.383842
CC[C@H]1C[C@H](N(C(=O)CCC(=O)O)[C@H](O)C(=O)C(=O)O)C(=C1O)C	Molecule_260	-6.354656	-5.778400	-7.125600	3.784320
O=C1C=CC(=CC=C2C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@@H](O)CCC(=O)O)C=C1	Molecule_687	-7.303059	-6.611500	-8.404100	3.856171
O=C(O)[C@H]1C(=C=C([C@H]2O[C@H](CO)C[C@H]2O)C(=C1OP(=O)(O)O)O)O	Molecule_262	-6.774242	-6.195300	-7.350900	5.030882
CC=CC=C1C=CC2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@H](O)CCC(=O)O)CC=C2C1	Molecule_908	-6.818642	-6.154700	-8.025100	7.028913
O=C(O)CCO[C@H]1[C@@H]2C[C@H](O)C(=O)[C@@H](CO[P@@](=O)(O)O[P@@](=O)(O)O[P@@](=O)(O)O[C@H]1CO)O2	Molecule_572	-5.366300	-4.449800	-6.872000	4.700499
CC=CC1=CC(=C2C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N2C(=O)[C@@H](O)CCC(=O)O)CC(=C1)C	Molecule_731	-6.643878	-5.969600	-7.814700	5.292203
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3C=C4CC=CC=C4CC3=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_942	-7.071700	-6.373000	-8.343700	7.063535
O=C(O)CO／C／1=C／[C@H](O)CO[P@](=O)(O)O[P@](=O)(O)O[P@@](=O)(O)O[C@@H]1CO	Molecule_357	-4.967094	-4.213800	-6.039100	4.489536
O=C1C=C([C@@H]2C(=O)Nc3cc(C(=O)O)c(O)cc23)CN1	Molecule_99	-6.478239	-5.902700	-7.491400	5.073052
O=C(O)CC[C@H](O)C(=O)N1C(=CC=C2C=C(F)CCC2=O)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_728	-7.129462	-6.573900	-8.409300	4.446333
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3CC[C@@H](CO)CC3=CC2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_792	-6.819698	-6.144100	-7.854900	4.919234
C[C@H]1N=NC=C1CC=CC1=CC(=C2C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N2C(=O)[C@H](O)CCC(=O)O)CC=C1	Molecule_984	-7.277984	-6.644800	-8.017800	5.088656
CC(=CC(=O)NC(=O)[C@H](O)[C@@H](CNC(=O)O)COP(=O)(O)O)C1=CCCC(=C1)Cc1cccc2c1CNCC2	Molecule_811	-8.112238	-7.725300	-8.893300	5.188431
O=C(O)CCO[C@@H]1CO[C@@H](CCO)CO[P@@](=O)(O)O[P@@](=O)(O)O[P@@](=O)(O)O[C@@H]1CO	Molecule_505	-4.910288	-4.287500	-5.539900	3.613140
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C(C=C3C=CC=CC3)CCC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_860	-6.888637	-6.317200	-8.104700	6.446157
CC=CC1=CC(=C2C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@@H](O)CCC(=O)O)CCC1	Molecule_665	-6.464012	-5.832700	-7.647400	5.260196
CCON=C(CCC(=O)O)O[C@@H]1[C@@H](O[P@@](=O)(O)OP(=O)(O)O)C[C@H](C)[C@@H]1O	Molecule_383	-6.278502	-5.858600	-6.951400	4.236191
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C(C=CCC3=Cc4ccoc4CC3)CCC2)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_1340	-7.763346	-7.232600	-8.915100	5.672646
CCN1C(=O)O[C@@H](C2CCCC2)[C@@H](O)[C@H]1CO[P@@](=O)(O)OP(=O)(O)O	Molecule_270	-6.224764	-5.696300	-7.190500	4.043729
NC(=O)N1C[C@@H](NC(=O)CC(=O)O)[C@@H](O)[C@H]1CO[P@](=O)(O)OP(=O)(O)O	Molecule_334	-6.500564	-6.088500	-7.109100	6.076278
CN(C)C(=O)C[C@H]1OC(=C(C(=O)O)C(=O)C1=O)[C@H](O)OP(=O)(O)O	Molecule_222	-6.851718	-6.447000	-7.903200	3.805368
CC(=O)O[C@@H]1[C@@H](C[C@@H]2O[C@H](C=O)[C@@H](O)[C@H]2O)OC(=C(C(=O)O)[C@@H]1O)[C@H](O)OP(=O)(O)O	Molecule_555	-6.782726	-6.208400	-7.604400	4.259164
C=C(C=CC(=O)O)C(=CC(=O)NC(=O)[C@H](O)[C@@H](CNC(=O)O)COP(=O)(O)O)CC	Molecule_519	-7.067368	-6.700900	-7.702300	4.374901
CC(=CC=C1C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N1C(=O)[C@H](O)CCC(=O)O)CC#CC1=C(C)CC2=CCc3cccc1c23	Molecule_1506	-8.056180	-7.597800	-8.856300	4.562347
O=C(O)CC[C@@H](O)C(=O)N1C(=CC=C2C=CSC2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_637	-6.924900	-6.312600	-8.051300	4.503734
C[C@H]1C[C@@H](C[C@H]2OC(=C(C(=O)O)[C@H](O)[C@H]2OC(=O)O)[C@@H](O)OP(=O)(O)O)OC1=O	Molecule_478	-6.958048	-6.469100	-7.662300	4.931445
C[C@H]1C[C@@H](O[P@@](=O)(O)OP(=O)(O)O)[C@H](OC(=NOCC(=O)O)CCC(=O)O)[C@H]1O	Molecule_471	-6.480592	-5.895600	-7.496200	3.693012
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3C(=CC2)CC2=C4CC=C[C@@H]4CC4=C(CO)N[C@H]3[C@H]24)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_1573	-7.001633	-6.421900	-8.379400	9.307839
COC(=O)C[C@H](OP(=O)(O)O)[C@H](COCCC(=O)N)O[P@](=O)(O)OP(=O)(O)O	Molecule_406	-5.889032	-5.501800	-6.491600	3.359253
C=C1NCC2=CCCC2=C1[C@@H]1C=CC(=CC=C2C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@@H](O)CCC(=O)O)[C@H](C)C1	Molecule_1415	-7.983212	-7.255400	-9.702700	4.459194
CCNC(=O)[C@H](O[P@@](=O)(O)OP(=O)(O)O)c1ccnc(OC)c1	Molecule_198	-6.425620	-5.968000	-7.199600	3.518718
Oc1ccccc1	Molecule_16	-3.524835	-3.185100	-4.047700	21.714978
COC(=O)C[C@H](OP(=O)(O)O)[C@H](COC[C@@H](O)CO)OP(=O)(O)O	Molecule_220	-6.025948	-5.540600	-6.793000	3.563982
O=C(O)CO／C／1=C／[C@@H](CC(O)O)CO[P@@](=O)(O)O[P@](=O)(O)O[P@](=O)(O)O[C@H]1CO	Molecule_486	-4.846374	-4.206700	-5.980300	4.780404
NC(=O)C=C(O)C[C@@H]1O[C@H]([C@H](OP(=O)(O)O)C(=O)O)C(=O)O[C@H]1O	Molecule_253	-6.474135	-5.839700	-7.494200	4.575249
Cc1cc(O)c(F)cc1C#CCC=CC=C1C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N1C(=O)[C@@H](O)CCC(=O)O	Molecule_1007	-7.504931	-7.027800	-8.358800	5.227603
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=c3ccc(c4ccccc4)cc3=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_1108	-7.265329	-6.762300	-9.465500	9.390852
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3CC4=C(C(=O)O)C[C@H]5CCC=CC5=C4CC3=CC2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_1537	-7.719823	-7.124500	-9.420600	8.154790
CC=CCCCCCOC[C@H](O[P@@](=O)(O)OP(=O)(O)O)[C@@H](CC(=O)OC)OP(=O)(O)O	Molecule_561	-6.175000	-5.834800	-6.670900	3.366900
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=c3ccc(=C4C=C5CCN[C@H]5C[C@H]4F)nc3CC2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_1436	-7.170194	-6.478300	-8.601400	6.446064
NC(=O)CCC1=CC(=C2C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N2C(=O)[C@@H](O)CCC(=O)O)CC=C1	Molecule_749	-6.786874	-6.142100	-7.725100	4.840358
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3C[C@H]4CC=CC=C4CC3=CC2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_902	-7.502740	-6.622200	-9.475800	6.878266
O=CCO[C@@H]1[C@H](O)C(=O)OC(=O)CO[P@](=O)(O)O[P@@](=O)(O)OC[C@@H](O)[C@@H]1O	Molecule_369	-4.842760	-4.225800	-5.794600	3.748408
NC(=O)C1=CC2=CCC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@H](O)CCC(=O)O)C=C2CC1	Molecule_849	-6.853798	-6.120700	-8.494100	7.072553
C=C(C)N[C@H]1CC2=CCC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@@H](O)CCC(=O)O)C=C2[C@H](CC=CC)C1	Molecule_1259	-6.461806	-5.931700	-7.520100	11.654396
CCNC(=O)[C@@H](O[P@](=O)(O)OP(=O)(O)O)c1c[nH]c2cc(CO)ccc12	Molecule_314	-7.109628	-6.646300	-7.762000	4.638488
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C(C=CCO)CCC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_699	-6.621372	-5.967300	-8.152100	6.789964
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C(c3ccc4c(c3)CCC=C4)C=CC2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_1101	-7.456106	-6.828600	-9.285100	7.085822
C=CCCCOC[C@@H](O[P@](=O)(O)OP(=O)(O)O)[C@H](CC(=O)NC(=N)O)OP(=O)(O)O	Molecule_502	-6.651290	-6.312400	-7.114200	3.877763
C=C1CCC=C1CC=CC1=CC(=C2C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N2C(=O)[C@H](O)CCC(=O)O)CC=C1	Molecule_986	-7.479170	-6.754500	-8.958600	4.802514
CCCC=CC(=CC=C1C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N1C(=O)[C@@H](O)CCC(=O)O)C	Molecule_676	-6.868842	-6.419600	-8.040700	4.518968
O=C(O)Nc1cc(NC(=O)CC2CCCCC2)cc(OC(=O)CO)c1O	Molecule_322	-6.798084	-6.275300	-7.831100	4.802251
COC(=O)C[C@H](OP(=O)(O)O)[C@@H](COC[C@H](O)CO)O[P@](=O)(O)OP(=O)(O)O	Molecule_424	-6.256402	-5.901300	-6.860800	3.536991
C=C(C)C=C1CC2=CCC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@@H](O)CCC(=O)O)C=C2[C@@H]2CCC[C@H]12	Molecule_1213	-6.891388	-6.209400	-8.033700	7.622119
CC=C1C=C(C2=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@@H](O)CCC(=O)O)OC(=C2)C)CC2=C(O)C(=O)CC[C@@H]12	Molecule_1578	-8.118232	-7.526600	-9.047800	5.018157
NC(=O)NCc1cc2c(OP(=O)(O)O)ccc(C(=O)OC3=CC=CCC3)c2[nH]c1=O	Molecule_531	-7.469131	-6.979100	-8.530700	4.579446
O=C(O)CC[C@H](O)[C@@H](NC(=O)[C@@H](O)CO)C(=O)OP(=O)(O)O	Molecule_177	-6.160339	-5.697900	-6.756100	3.292897
O=C(O)CC[C@H](O)C(=O)N1C(=CC=C2C=CC=C2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_624	-6.637604	-5.933600	-7.601100	5.010930
CC=C1CC2=CC(=CC(=NOC)[C@@H]2C1)C1=CC(=C2C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N2C(=O)[C@@H](O)CCC(=O)O)CCC1	Molecule_1478	-7.501274	-6.873700	-8.622900	6.832867
NNCC(=O)N	Molecule_12	-3.326200	-2.957800	-4.027400	10.533965
O=C(O)NC(=O)C[C@H](O[P@@](=O)(O)OP(=O)(O)O)C(=O)O	Molecule_114	-6.130754	-5.614500	-7.274400	3.307099
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=c3ccc(=C4C=C5CCCC=C5C[C@H]4F)nc3CC2)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_1592	-7.171036	-6.508300	-9.169900	9.479335
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3C(=O)CCC=C3CC2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_773	-6.155927	-5.454100	-7.471700	7.711457
CC(=O)NCc1ccc2c3c1O[P@@](=O)(O)O[C@H]3OC(=Cc1cc(O)cc(O)c1O)N2C(=O)C(C)C	Molecule_651	-7.688362	-6.958300	-8.681300	5.118859
Cc1cccc(CC=CC2=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CCC2)c1	Molecule_1096	-7.079342	-6.456400	-8.897500	6.273339
CCNC[C@H](O[P@](=O)(O)OP(=O)(O)O)C(O)O	Molecule_62	-5.591810	-5.143900	-6.451100	3.780322
O=C(O)NC[C@@H](COP(=O)(O)O)[C@H](O)C(=O)NC(=O)C=C(C(=O)O)C1=CCC=C1	Molecule_484	-7.139576	-6.810500	-7.770000	4.302887
O=C(CO[P@](=O)(O)OP(=O)(O)O)[C@@H](O)COP(=O)(O)O	Molecule_108	-5.727698	-5.347300	-6.421200	3.528949
CN1C=C(C(=O)N[C@@H](C(=O)OP(=O)(O)O)[C@@H](O)CCC(=O)O)C(=NC1)N	Molecule_313	-7.117438	-6.753500	-7.621200	4.036973
O=C(CO)OC[C@H](COCCO)OP(=O)(O)O	Molecule_55	-5.295114	-4.711100	-6.236300	3.337955
O=C(O)CCO[C@@H]1[C@H]2CO[C@H](O)[C@@H](CO[P@@](=O)(O)O[P@@](=O)(O)O[P@](=O)(O)O[C@H]1CO)O2	Molecule_550	-5.339018	-4.773600	-6.625800	4.107291
O=C(O)CC=CC1=CC(=C2C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@@H](O)CCC(=O)O)C=CC1	Molecule_781	-6.774816	-6.128700	-8.234100	5.486532
CC1=CCCC1=C1C=CC2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CC[C@@H]2C1	Molecule_1145	-6.835588	-6.226500	-8.433200	7.870235
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=c3ccc(=C4C=C5C=CN[C@@H]5CC4)nc3CC2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_1405	-7.398222	-6.662700	-8.950700	8.496737
O=C(O)CCCCC(=O)Nc1cc(NC(=O)O)c(O)c(OC(=O)C(=O)O)c1	Molecule_380	-6.524032	-6.030800	-7.500300	4.197029
O=C(O)CC[C@H](O)C(=O)N1C(=CC=c2cc(F)c3=C(C=CCc3c2)O)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_915	-7.652068	-6.991100	-9.016200	5.618648
CCC[C@@H]1NC(=O)N(CC(=C(C=CC(=O)N)OP(=O)(O)O)O)CC1=O	Molecule_269	-6.375106	-5.922700	-7.290900	3.919731
Cc1ccc(C#CCC=CC=C2C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@H](O)CCC(=O)O)c(C)c1	Molecule_928	-6.671004	-6.037300	-7.700900	4.579526
O=C1O[C@@H](C2CCCC2)[C@@H](O)[C@H](CO[P@](=O)(O)OP(=O)(O)O)N1CCO	Molecule_359	-6.591528	-6.065300	-7.260700	4.329744
O=C(O)CC=C1CC(=O)C=C2CC3=CCC(=C4C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N4C(=O)[C@H](O)CCC(=O)O)C=C3C=C12	Molecule_1519	-7.203854	-6.535000	-8.631400	7.434718
CCc1cc(C)c(C#CCC(=CC=C2C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@@H](O)CCC(=O)O)C)c(C)c1	Molecule_1209	-7.418234	-6.817800	-8.770000	5.962233
O=C(O)c1ccc(F)c(O[C@@H]2C[C@@H](O)[C@@H](O)[C@@H](O[P@](=O)(O)OP(=O)(O)O)[C@H]2O)c1	Molecule_456	-6.825188	-6.344000	-7.784600	4.688509
O=C(O)CO[C@H](O)[C@H](O)[C@@H](O)CO[P@@](=O)(O)OP(=O)(O)O	Molecule_137	-6.340544	-6.007600	-6.822300	4.036074
O=P(O)(O)O[P@](=O)(O)O[C@H]1[C@@H](CO)OC[C@@H]1OC1CCCC1	Molecule_172	-6.301558	-5.670700	-7.313700	4.169763
Cc1cc(CC2=CC=NC2=O)cc(O)c1CC1=CC(=CCC1)C1=C(C(=O)NC(=O)[C@H](O)[C@H](CNC(=O)O)COP(=O)(O)O)CCC1	Molecule_1362	-8.100084	-7.798800	-8.975300	6.504716
C=CCCC(=O)N1C(=Cc2cc(O)c(O)cc2O)O[C@H]2O[P@@](=O)(O)Oc3c(CNC(=O)C)ccc1c23	Molecule_680	-7.199330	-6.576400	-8.989100	5.327787
CCC=C1N=C2C3=CC(=C4C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N4C(=O)[C@H](O)CCC(=O)O)CC=C3CC3=C(C)C=C[C@H]1[C@@H]23	Molecule_1464	-6.508086	-6.087200	-7.433100	8.792392
CC1=CC(=C2C=CCC2)CC2=CCC(=C3C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@H](O)CCC(=O)O)C=C12	Molecule_1138	-7.057231	-6.518300	-8.178300	10.751810
C=C1C[C@H]2C[C@H]3CNCCC3=C(C#CCC(=CC=C3C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@@H](O)CCC(=O)O)C)[C@H]2C1	Molecule_1546	-7.951042	-7.316500	-8.708200	3.825323
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C(C=CCC3=CCCCC3)CCC2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_1019	-6.515862	-6.010100	-7.725400	6.811094
O=C(O)C(=O)C(=C1O[C@H](CO[P@@](=O)(O)OP(=O)(O)O)O[C@H]1CO)O	Molecule_238	-6.273000	-5.855500	-7.029700	4.340457
C=CC(=O)O	Molecule_7	-2.361377	22.115000	-3.558300	12.394683
CON=C1C=C(C2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@H](O)CCC(=O)O)CCC2)Cc2[nH]c(C)cc12	Molecule_1375	-7.360268	-6.661300	-8.637200	5.644489
CCCC[C@@H](C)O[C@@H]1CO[C@H](CO)[C@H]1O[P@](=O)(O)OP(=O)(O)O	Molecule_215	-6.131068	-5.629900	-7.199500	4.452137
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C(CC3=CC[C@@H]4NCN=C4C3)C=CC2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_1104	-7.448880	-3.636200	-8.487300	5.875870
C=C(C)N[C@H]1CC2=CCC(=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@@H](O)CCC(=O)O)C=C2[C@@H]2CC(=CC[C@@H]12)O	Molecule_1361	-6.538924	-5.981600	-7.763400	10.739685
CC(=C1CC2=C(C1)C1=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@H](O)CCC(=O)O)CC=C1CC2)O	Molecule_1080	-6.951896	-6.187300	-8.293600	6.068963
O=C1NCCC1=C[C@@H]1C(=O)Nc2cc(C(=O)O)c(O)cc12	Molecule_126	-6.685363	-6.138000	-7.693900	5.001754
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C(C=CCC3=CCCC(=O)C3)CCC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_1091	-7.091090	-6.538400	-8.167400	4.969760
CC(=CC=C1C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N1C(=O)[C@@H](O)CCC(=O)O)CC#CC1=C2CCNC[C@@H]2C[C@@H]2CCC[C@H]12	Molecule_1451	-7.094980	-6.587900	-8.058300	6.492022
CCNC(=O)[C@H](O[P@@](=O)(O)OP(=O)(O)O)c1c[nH]c2ccccc12	Molecule_244	-6.599002	-5.991300	-7.314800	4.627417
CON=C1C=C(C2=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CCC2)CC2=C1CCC2	Molecule_1282	-7.087626	-6.452800	-8.531800	6.312767
O=C(O)COC(=O)[C@H](CO[C@@H]1C[C@H](O)[C@@H](O)[C@H](O[P@@](=O)(O)OP(=O)(O)O)[C@@H]1O)OC(=O)O	Molecule_582	-7.112728	-6.678500	-8.035600	4.462683
Cc1c([C@@H]2C(=O)Nc3cc(C(=O)O)c(O)cc23)c(=O)[nH]n1C	Molecule_168	-6.666698	-6.171900	-7.730500	5.045338
NC(=O)Cc1cc(C(=O)O)cc(O[C@@H]2C[C@@H](O)[C@@H](O)[C@@H](O[P@@](=O)(O)OP(=O)(O)O)[C@@H]2O)c1F	Molecule_606	-7.218778	-6.613600	-8.181900	4.076753
CC(=O)NCc1ccc2c3c1O[P@](=O)(O)O[C@@H]3OC(=Cc1ccccc1O)N2C(=O)CCCC(=O)O	Molecule_684	-7.198254	-6.487800	-8.692300	4.563341
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C(c3ccc4c(c3)CCC4=O)C=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_1125	-6.851410	-6.295200	-8.290100	8.278271
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3CC4=CCCC[C@H]4CC3=CC2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_936	-7.010318	-6.373000	-8.307400	8.537305
CC(=O)O[C@@H]1[C@H](C[C@H]2OCCC[C@H](O)[C@@H]2O)OC(=C(C(=O)O)[C@@H]1O)[C@H](O)OP(=O)(O)O	Molecule_537	-5.427088	-4.804600	-6.493900	4.055422
NNC=CCC1=CC(=CC=C2C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@H](O)CCC(=O)O)C=CC1	Molecule_865	-7.585610	-7.137700	-8.134900	5.552768
C=C(CO[C@H]1C[C@@H](O)[C@H](O)[C@@H](O[P@@](=O)(O)OP(=O)(O)O)[C@H]1O)OC(=O)O	Molecule_358	-6.201148	-5.705000	-7.151500	4.048529
CC(=CC=C1C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N1C(=O)[C@H](O)CCC(=O)O)CC#Cc1cccc2c1CNC2	Molecule_1134	-7.323472	-6.707100	-8.499900	4.459090
C=CCC1=CC(=C2C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N2C(=O)[C@@H](O)CCC(=O)O)CC=C1	Molecule_683	-6.396652	-5.711700	-7.653400	6.278285
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C(c3ccc4c(c3)CNC4=O)C=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_1068	-7.135086	-6.440300	-9.092500	6.664770
CON=C1C=C(C(=O)O)CC(=C1)C1=CC(=C2C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@H](O)CCC(=O)O)CCC1	Molecule_1254	-6.640794	-6.026800	-7.656000	6.208597
CC(=O)C1=C[C@@H]2CCC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@H](O)CCC(=O)O)C=C2C=C1	Molecule_845	-6.674631	-5.909300	-8.708600	6.571434
C=C1C[C@]2(CC(=CC)C=N2)CC1=CC1=CC(=C2C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@@H](O)CCC(=O)O)CC=C1	Molecule_1378	-7.697384	-7.058300	-9.699400	7.646342
