ligand	avg_energy	max_energy	min_energy	avg_rsmd
C=C1C(=CC(=O)NC(=O)[C@H](O)[C@@H](CNC(=O)O)COP(=O)(O)O)[C@@H](C)C[C@H]2CC=C(O)C=C12	Molecule_605	-7.456150	-6.988300	-8.479300	4.328198
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=c3ccc(=C4C=C5CCCC=C5CC4)nc3CC2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_1463	-6.885416	-5.965100	-8.332400	8.219985
C=CCC(=CC=C1C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N1C(=O)[C@H](O)CCC(=O)O)C	Molecule_618	-6.133028	-5.579100	-7.015000	4.324867
CCNC(=O)[C@@H](O[P@@](=O)(O)OP(=O)(O)O)c1c[nH]c2cccc(C)c12	Molecule_268	-6.183984	-5.576000	-7.275500	4.355600
NC(=O)NCc1cc2c(OP(=O)(O)O)ccc(C(=O)OCCCCC=CCO)c2[nH]c1=O	Molecule_589	-6.679960	-6.322900	-7.500400	4.767702
C[C@@H]1C=C(CCO)C=CC1=CC=C1C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N1C(=O)[C@@H](O)CCC(=O)O	Molecule_822	-6.750157	-6.196700	-7.758000	5.303538
CO[C@H](C(=O)O)[C@@H](O)[C@@H](COP(=O)(O)O)OC(=O)NC(=O)O	Molecule_167	-6.254230	-5.733700	-7.193300	3.649500
C[C@@H]1C[C@H](C2=CC(=O)C=CC2)C=CC1=CC=C1C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N1C(=O)[C@@H](O)CCC(=O)O	Molecule_1084	-7.259014	-6.668600	-8.163600	5.884758
Cc1cc(=CC=C2C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@H](O)CCC(=O)O)cc(F)c1=CC(N)(F)F	Molecule_1061	-7.113580	-6.405600	-8.967900	5.990530
O=P(O)(O)O[C@@H]1CO[C@@H]([C@H](O)CO[P@](=O)(O)OP(=O)(O)O)[C@@H](OCCO)O1	Molecule_388	-6.059704	-5.636700	-7.164900	4.051368
CC(=CC=C1C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N1C(=O)[C@@H](O)CCC(=O)O)C=CC(=CC1CCCC1)[C@H]1CCC(=O)C1	Molecule_1358	-7.438722	-6.881500	-9.063100	4.806990
CC(=O)Oc1cc(O[C@@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H]2O[P@@](=O)(O)OP(=O)(O)O)nc(N)n1	Molecule_490	-6.955568	-6.430200	-7.636400	4.357686
O=C(O)c1cc2c(cc1O)[C@H](c1c3n([nH]c1=O)C(=O)CCC3)C(=O)N2	Molecule_304	-7.176774	-6.600800	-8.512900	5.531472
O=C(O)CC[C@H](O)C(=O)N1C(=CC=C2CCC3=C(O)CN=C3C2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_819	-7.063806	-6.321500	-8.248100	4.828397
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3C[C@H]4CC=C5CCCC5=C4CC3=CC2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_1245	-6.863629	-6.319700	-8.314300	7.040181
C[C@H]1CC2=CC(=O)N[C@H]2CC1=CC=C1C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N1C(=O)[C@H](O)CCC(=O)O	Molecule_894	-7.569832	-6.872200	-8.744300	4.127685
C[C@H]1CCC(=CC=C2C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N2C(=O)[C@H](O)CCC(=O)O)C1	Molecule_647	-6.938686	-6.378900	-7.770000	4.816762
O=C(O)NC[C@@H](COP(=O)(O)O)[C@H](O)C(=O)NC(=O)C1=C(C2=CCCC(=C2)Cc2ccc(CC3=CCCCC3)cc2O)CCC1	Molecule_1266	-8.215140	-7.690300	-9.001100	5.054496
CCC1=CC[C@H](O)[C@@H](C[C@@H]2OC(=C(C(=O)O)[C@@H](O)[C@H]2OC(=O)O)[C@H](O)OP(=O)(O)O)O1	Molecule_544	-7.097730	-6.506100	-7.983300	3.776998
O=C(O)COCCOC[C@@H]1OC(=C(C(=O)O)C(=O)C1=O)[C@@H](O)OP(=O)(O)O	Molecule_386	-7.010914	-6.625400	-7.495800	3.987606
CCCCc1cccc(C(=CC(=O)NC(=O)[C@@H](O)[C@H](CNC(=O)O)COP(=O)(O)O)CC)c1	Molecule_600	-6.820258	-6.418100	-7.940900	5.070283
O=C(CO)[C@H]1NC(=O)N([C@H]2O[C@@H](CO)[C@@H](O)[C@H]2O[P@](=O)(O)OP(=O)(O)O)C1=O	Molecule_443	-6.903148	-6.390700	-8.127700	4.605663
CCCC=C1CC2=CCC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@H](O)CCC(=O)O)C=C2[C@@H]2CC(=C(C)O)C[C@@H]12	Molecule_1460	-6.567774	15.942400	-8.218000	7.461367
CCC(=CC(=O)NC(=O)[C@H](O)[C@@H](CNC(=O)O)COP(=O)(O)O)c1cccc(CC2=CCC=C2)c1	Molecule_658	-7.994486	-7.629500	-8.483700	6.227193
CC=C(CC)C[C@@H]1C=CC(=CC1=NOC)C1=CC(=C2C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N2C(=O)[C@H](O)CCC(=O)O)CCC1	Molecule_1589	-6.789764	-6.275900	-8.010500	8.344410
C=c1ncc2=CCCc2c1[C@@H]1C=CC(=CC=C2C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N2C(=O)[C@H](O)CCC(=O)O)[C@H](C)C1	Molecule_1390	-7.409508	-6.935000	-8.292100	5.303185
CC(=O)NCc1ccc2c3c1O[P@@](=O)(O)O[C@@H]3OC(=CCC(=O)O)N2C(=O)CCCO	Molecule_566	-6.851686	-6.234800	-8.117500	5.213167
O=C(O)CC[C@@H](O)C(=O)N1C(=CC=c2ccc(=CC=CF)cc2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_788	-7.081048	-6.587100	-8.122200	5.753452
O=C(O)CC[C@@H](O)C(=O)N1C(=CC=C2C=C[C@H](C3=CC=CCC3)CC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_964	-6.791494	-6.259000	-8.148200	6.345780
CCCC=C1CC2=CCC(=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@@H](O)CCC(=O)O)C=C2[C@H]2CC(=CC(=O)O)C[C@@H]12	Molecule_1531	-7.044441	-6.257700	-8.415000	7.322464
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3C=C4C(=CCO)CC5=CCCCC5=C4CC3=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_1580	-7.067512	-6.457100	-8.233000	7.720529
CC(=O)OCCNC(=O)OCO[C@H](CO)CO[P@](=O)(O)OP(=O)(O)O	Molecule_294	-5.656834	-5.399800	-6.083000	3.569166
CO[C@@H]1C[C@@H](C(=O)O)c2cc(C(=O)O)c(OP(=O)(O)O)cc2[C@H]1O	Molecule_223	-6.692246	-6.148100	-8.151300	4.319533
O=C(O)Nc1cc(CC2=CCC(=C2O)O)c(F)c(O[C@@H]2C[C@H](O)[C@@H](O)[C@H](O[P@](=O)(O)OP(=O)(O)O)[C@H]2O)c1	Molecule_762	-8.113938	-7.638100	-8.664700	4.960313
O=P(O)(O)OC[C@@H](CO[C@@H](CO)[C@H](O)CO)OCCO	Molecule_105	-5.298334	-0.452000	-6.021600	3.510907
C[C@H]1CO[C@@H](C[C@@H]2OC(=C(C(=O)O)[C@H](O)[C@H]2OC(=O)O)[C@@H](O)OP(=O)(O)O)C1	Molecule_425	-6.896798	-6.420600	-7.657200	4.213035
CC1=C2NCC(=C2[C@]2(C=CC(=CC=C3C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@@H](O)CCC(=O)O)[C@H](C)C2)C1)C	Molecule_1258	-7.315004	-6.771500	-8.273200	5.043033
C[C@H]1C=C(CC(=O)N)C=CC1=CC=C1C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N1C(=O)[C@@H](O)CCC(=O)O	Molecule_883	-6.957246	-6.324800	-8.041800	4.863388
NC(=O)CCOC[C@@H](O[P@](=O)(O)OP(=O)(O)O)[C@H](CC(=O)NC(=O)O)OP(=O)(O)O	Molecule_503	-6.394016	-6.019200	-6.888000	3.509874
NC(=O)Cc1cc(NC(=O)O)cc(O[C@H]2C[C@H](O)[C@@H](O)[C@@H](O[P@@](=O)(O)OP(=O)(O)O)[C@H]2O)c1F	Molecule_627	-7.617472	-7.042000	-8.788800	5.712571
O=C(O)NC[C@H](COP(=O)(O)O)[C@H](O)C(=O)NC(=O)C1=C(c2cccc(CC=C3CCCC3)c2)CCC1	Molecule_696	-8.210166	-7.686300	-9.385600	7.055088
O=C(O)CC[C@H](O)C(=O)N1C(=c2ccc3=CCC=Cc3c2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_727	-6.598737	-5.807900	-8.773100	5.205490
COC(=C1C=C2[C@@H](C)CC3=CCC(=C4C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N4C(=O)[C@@H](O)CCC(=O)O)C=C3[C@H]2C1)C	Molecule_1321	-7.301944	-6.566800	-9.004700	6.122253
CC=C1C=C(C2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CC(=C2)C)CC2=C(O)C(=O)CC[C@@H]12	Molecule_1554	-7.002120	-6.466500	-7.868100	8.112957
Cc1ccnc2=CC(=S)[C@H]3C(=c12)CC1=CCC(=C2C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@H](O)CCC(=O)O)C=C1C3	Molecule_1499	-7.398864	-6.735600	-8.516600	8.388202
O=P(O)(O)O[P@@](=O)(O)O[P@@](=O)(O)OC[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O	Molecule_224	-7.115306	-6.690500	-7.696800	4.398146
CC(=N)CC=C1CC(=N)C=C2CC3=CCC(=C4C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N4C(=O)[C@H](O)CCC(=O)O)C=C3C=C12	Molecule_1472	-7.417106	-6.838100	-8.498600	7.849299
CC=C1N=C2C3=CC(=C4C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N4C(=O)[C@@H](O)CCC(=O)O)CC=C3CC3=C(C)C=C[C@H]1[C@H]23	Molecule_1368	-6.918996	-6.146100	-8.303100	6.384882
O=C(O)NC(=O)C[C@@H](OP(=O)(O)O)[C@@H](COCC[C@H]1C=Cc2ccccc2C1)OP(=O)(O)O	Molecule_616	-7.445832	-7.039700	-8.124200	4.227074
O=[P@]1(O)OC[C@H](O)[C@@H](O)／C=C(／OCCO)＼[C@@H](CO)O[P@](=O)(O)O[P@@](=O)(O)O1	Molecule_394	-4.634602	-3.984900	-5.506400	3.750916
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3C(=CC2)C[C@@H](NC(=O)O)C[C@H]3CCCO)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_1298	-6.153078	-2.039000	-7.444300	9.348957
N[C@@H]1／C=C(／OCC(=O)O)＼[C@@H](CO)O[P@](=O)(O)O[P@@](=O)(O)O[P@@](=O)(O)OC1	Molecule_326	-5.046282	-4.450300	-6.155800	3.607148
CON=C1C=C(C2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CCC2)CC2=C1C=C1C=CC=C21	Molecule_1549	-7.578450	-6.768100	-9.578500	6.970249
CNC(=O)NCc1ccc(OC)cc1O[P@](=O)(O)O[P@@](=O)(O)OP(=O)(O)O	Molecule_360	-6.477812	-5.907100	-7.329100	4.120932
CC(=O)NCc1ccc2c3c1O[P@@](=O)(O)O[C@H]3OC(=Cc1ccccc1)N2C(=O)CCO	Molecule_579	-7.178016	-6.520900	-8.269400	5.546324
CCCCCCCOC[C@H](COC(=O)O)OP(=O)(O)O	Molecule_97	-5.111986	-4.587800	-6.199000	2.990632
O=CCO	Molecule_3	-2.550280	-2.147900	-3.167900	10.968946
O=C(O)CC[C@@H](O)C(=O)N1C(=CC=C2CCC3=CC(F)(F)CN=C3C2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_931	-7.555198	-6.880500	-8.539200	4.977479
CC1=CC[C@H]2C(=C1)C(=O)OC[C@H](C(=O)O)[C@H](O)N2C(=O)CCC(=O)O	Molecule_265	-5.422870	-4.771000	-6.407200	3.865848
CC(=O)O	Molecule_4	-2.526232	-2.089200	-3.272900	11.774352
CCCC=C1CC2=CCC(=C3C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@@H](O)CCC(=O)O)C=C2[C@@H]2CCC[C@H]12	Molecule_1215	-6.796186	-6.095000	-8.118600	8.198189
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C(C=CCC3=CN=CC3)C=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_947	-7.102950	-6.403600	-8.328700	4.504092
CON=C1C=C(C2=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CCC2)C[C@@H]2CCC[C@H]12	Molecule_1283	-7.370194	-6.709900	-8.161600	5.989365
O=C(O)CCC(=O)N([C@H]1C=CC=CC1)[C@H](O)[C@@H](O)C(=O)O	Molecule_129	-5.990580	-5.440300	-7.047400	3.302915
O=C(O)Nc1ccc(F)c(O[C@H]2C[C@H](O)[C@@H](O)[C@H](O[P@@](=O)(O)OP(=O)(O)O)[C@@H]2O)c1	Molecule_497	-7.145208	-6.615700	-7.978300	4.508425
O=C1CO[C@H]([C@H](O)CO[P@@](=O)(O)OP(=O)(O)O)[C@H](OCCO)O1	Molecule_192	-6.332032	-5.855400	-6.882800	4.167562
C=CCCC(=O)N1C(=Cc2cc(O)ccc2O)O[C@@H]2O[P@](=O)(O)Oc3c(CNC(=O)C)ccc1c23	Molecule_661	-7.217710	-6.426400	-8.418300	4.674567
CON=C1C=C(C(=O)N)CC(=C1)C1=CC(=C2C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@@H](O)CCC(=O)O)CCC1	Molecule_1260	-7.487344	-6.849900	-8.627700	5.375513
CC=C1CCC=C2CC3=CCC(=C4C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N4C(=O)[C@@H](O)CCC(=O)O)C=C3C=C12	Molecule_1078	-6.746524	-5.940500	-7.953700	8.172470
Cc1cccn2[nH]c(=O)c([C@@H]3C(=O)Nc4cc(C(=O)O)c(O)cc34)c12	Molecule_292	-6.882381	-6.187600	-8.204100	5.462386
O=C(O)C(=O)[C@@H](CO[P@@](=O)(O)OC[C@H]1CC=NO1)OP(=O)(O)O	Molecule_209	-6.167540	-5.677800	-7.089900	3.728853
C=CO[C@H](C(=O)O)[C@@H](O)[C@H](O)CO[P@@](=O)(O)OP(=O)(O)O	Molecule_134	-5.764664	-5.328600	-6.417700	3.631663
NC(=O)CCC1=CC(=CC=C2C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@H](O)CCC(=O)O)C=CC1	Molecule_890	-7.122816	-6.426800	-8.612700	5.405812
O=C(O)C1=C([C@H](O)OP(=O)(O)O)O[C@H]([C@@H]2C[C@@H]3C[C@@H](O)O[C@@H]3CO2)C(=O)C1=O	Molecule_430	-7.521920	-6.965400	-8.646900	5.234326
O=C(O)NC[C@H](COP(=O)(O)O)[C@H](O)C(=O)NC(=O)C1=C(C2=CCCC(=C2)Cc2ccc(CC3=CCC[C@@H]3O)cc2O)CCC1	Molecule_1331	-8.830372	-8.443200	-9.370200	8.737015
CC1=CC(=CC(=O)O)CC2=CCC(=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@H](O)CCC(=O)O)C=C12	Molecule_991	-7.144388	-6.543400	-8.303700	8.487907
C=C1C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N1C(=O)[C@@H](O)CCC(=O)O	Molecule_402	-6.795792	-6.211200	-8.049500	4.825679
CC(=CC(=O)NC(=O)[C@@H](O)[C@H](CNC(=O)O)COP(=O)(O)O)C1=CCCC(=C1)CC1=CCC=C1C	Molecule_656	-8.210086	-7.725200	-9.322500	5.604202
CC(=CC=C1C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N1C(=O)[C@H](O)CCC(=O)O)C=CC(=C1CC=C(C)C[C@H]1C)[C@@H]1CCC(=O)C1	Molecule_1567	-7.571284	-6.934800	-8.883600	4.156326
COC(=N)C1=CC=C[C@@H](CCOC[C@H](O[P@](=O)(O)OP(=O)(O)O)[C@H](CC(=O)OC)OP(=O)(O)O)C1	Molecule_650	-6.546564	-6.179700	-7.206800	3.529772
O=C1N[C@@H]([C@H](CO)O[P@](=O)(O)OP(=O)(O)O)O[C@@H](C(=O)O)[C@@H]1O	Molecule_183	-7.159220	-6.633400	-8.001000	4.626152
C=C1NC=CC(=C1[C@H]1C=CC(=CC=C2C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@H](O)CCC(=O)O)[C@H](C)C1)C	Molecule_1191	-7.396406	-6.635900	-8.488300	6.243629
O=C(O)C=C1C[C@@H](OP(=O)(O)O)[C@@H](O)[C@@H](CO[P@](=O)(O)OP(=O)(O)O)O1	Molecule_324	-6.707758	-6.155200	-7.521600	4.040195
CC1=CC=CC(=CC=C2C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N2C(=O)[C@@H](O)CCC(=O)O)C1=O	Molecule_723	-6.881850	-6.390800	-7.985400	6.144990
CC(=CC=C1C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N1C(=O)[C@H](O)CCC(=O)O)C=CC(=C1CC=C(C)CC1)[C@@H]1CCC(=O)C1	Molecule_1512	-7.266224	-6.835300	-8.172000	5.702445
O=C(O)[C@H]1NC(=O)N([C@H]2O[C@@H](CO)[C@H](O)[C@@H]2O[P@](=O)(O)OP(=O)(O)O)C1=O	Molecule_387	-6.909252	-6.346200	-7.979600	4.231459
C=CC=C1C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N1C(=O)[C@H](O)CCC(=O)O	Molecule_501	-6.616732	-5.984400	-7.647100	4.679484
C=C(C)N[C@@H]1CC2=CCC(=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@@H](O)CCC(=O)O)C=C2[C@@H](CCCCCC)C1	Molecule_1489	-5.962580	-5.284000	-7.400600	8.624284
NC(=O)O[C@@H](CO[C@@H]1C[C@@H](O)[C@H](O)[C@@H](O[P@](=O)(O)OP(=O)(O)O)[C@@H]1O)C(=O)OCC(=O)O	Molecule_590	-6.516256	-6.147500	-7.493800	4.724309
C=C1C=C(CCCCOC(=O)c2ccc(OP(=O)(O)O)c3cc(CNC(=O)N)c(=O)[nH]c23)ON1	Molecule_638	-6.947636	-6.566100	-7.497400	4.658399
O=C(O)C1=C([C@H](O)OP(=O)(O)O)O[C@H](CO)C(=O)C1=O	Molecule_102	-6.231376	-5.577300	-7.788100	4.061578
C=C(C(=O)O)[C@@H](CO[P@](=O)(O)OCCC(=O)O)OP(=O)(O)O	Molecule_176	-6.221926	-5.859800	-6.739500	3.619862
COC(=N)CCCCCOC[C@H](O[P@@](=O)(O)OP(=O)(O)O)[C@H](CC(=O)OC)OP(=O)(O)O	Molecule_586	-6.324384	-5.999600	-7.049900	4.010186
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C(C=CCC3=CCCC3=O)C=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_1009	-7.109980	-6.432500	-8.066100	5.983779
NC(=O)NC(=O)O[C@H](COP(=O)(O)O)[C@H](O)[C@@H](O)CO	Molecule_117	-6.145260	-5.601500	-7.021500	3.809317
O=C1CCO[P@@](=O)(O)O[C@H]2C=C[C@H]1O[C@H](C(=O)O)[C@H]2OP(=O)(O)O	Molecule_219	-3.853740	-2.708700	-5.602700	6.721335
CC(=O)NCc1ccc2c3c1O[P@@](=O)(O)O[C@@H]3OC(=Cc1ccccc1O)N2C(=O)C(C)C	Molecule_612	-7.212540	-6.510800	-9.224600	6.040634
O=C(O)CC[C@H](O)C(=O)N1C(=CC=C2C=CCc3ccccc23)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_821	-7.321944	-6.744800	-8.230600	4.264599
O=C(O)CO[C@@H](C(=O)OP(=O)(O)O)[C@@H](O)[C@H](O)CO[P@@](=O)(O)OP(=O)(O)O	Molecule_367	-7.068746	-6.679700	-7.660000	3.761824
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3C(=CC2)CC2=c4cccnc4=C[C@H]4[C@@H](S)C[C@@H]3[C@@H]24)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_1590	-7.369072	-6.720900	-8.759300	7.124524
C=CC=CCC=CC=C1C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N1C(=O)[C@H](O)CCC(=O)O	Molecule_642	-7.046674	-6.353200	-8.237400	3.679956
CC(=CC=C1C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N1C(=O)[C@@H](O)CCC(=O)O)CC#CC1=C2CCNC[C@H]2CC2=C1C=CCC2	Molecule_1534	-7.846146	-7.305300	-8.819100	5.759470
O=C(O)CO／C／1=C／[C@@H](CCCO)CO[P@](=O)(O)O[P@@](=O)(O)O[P@](=O)(O)O[C@@H]1CO	Molecule_488	-4.923182	-4.225300	-6.090400	3.723941
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C(C3=CCC(=CC3)CC(=O)O)C=CC2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O	Molecule_1157	-6.916960	-6.268500	-7.920400	8.076776
CC=CC=C1NC(=O)CC1=c1ccc2=CC(=C3C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CCc2n1	Molecule_1450	-7.588990	-6.853100	-8.846300	8.234620
C[C@@H]1c2cc(OP(=O)(O)O)c(C(=O)O)cc2[C@H](C(=O)O)CC1(C)C	Molecule_217	-6.491918	-5.754800	-8.420900	5.020726
O=C(O)NC(=O)C[C@@H](OP(=O)(O)O)[C@H](COCC[C@H]1C=Cc2c(ccc3c2OCCC3)C1)OP(=O)(O)O	Molecule_736	-7.431572	-7.117200	-8.061800	4.330668
Cc1ccc(N(C(=O)CCC(=O)O)[C@H](O)[C@H](O)C(=O)O)cc1	Molecule_180	-5.838478	-5.343300	-6.727000	3.382967
Cc1ccc(C)c(C#CCC=CC=C2C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N2C(=O)[C@H](O)CCC(=O)O)c1	Molecule_945	-7.608846	-7.101900	-8.207700	4.297656
O=C(O)NC(=O)C[C@@H](OP(=O)(O)O)[C@@H](COCCCCc1ccccc1)OP(=O)(O)O	Molecule_558	-6.889322	-6.473700	-7.507700	3.916009
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C(C=CCC3=CC(=CC(=O)C3)F)CCC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_1216	-7.473668	-6.942200	-8.199500	4.569479
CCn1cc(CC=CC2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CC=C2)c(C)n1	Molecule_1224	-7.400028	-6.787900	-8.318600	6.267216
CCC=C1N=CC2=C1CC=C(C1=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@H](O)CCC(=O)O)CC=C1)C2	Molecule_1256	-6.705416	-5.926800	-7.826200	9.407072
O=C(O)CC[C@@H](O)C(=O)N1C(=C2C=C3C=CC(=C4C=CCC4)C[C@H]3CC2)C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]1O	Molecule_1042	-6.802860	-2.307000	-8.214300	9.075914
O=C(O)CC[C@H](O)C(=O)N1C(=C2C=C3C=C4C=Cc5ccccc5C(=O)N=C4CC3=CC2)C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_1593	-6.420348	-5.813500	-7.855900	8.697363
CC(=O)OC[C@@H](CO[C@H]1C[C@@H](O)[C@H](O)[C@@H](O[P@](=O)(O)OP(=O)(O)O)[C@H]1O)OC(=O)O	Molecule_499	-6.714602	-6.158900	-7.527000	5.405475
CCCCC[C@H]1CCC2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@@H](O)CCC(=O)O)CC=C2C1	Molecule_989	-6.595374	-5.977100	-7.344700	4.914602
COC(=O)N[C@@H]1CC2=CCC(=C3C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)N3C(=O)[C@@H](O)CCC(=O)O)C=C2[C@@H](C[C@H](C)CCO)C1	Molecule_1536	-6.891940	-6.376300	-8.261900	8.471935
O=C(O)CC[C@H](O)C(=O)N1C(=CC=CCC#Cc2ccccc2)C(=O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O	Molecule_817	-7.000170	-6.470800	-7.842300	4.320225
O=C(O)CC[C@@H](O)C(=O)N1C(=CC=C2C=C[C@H](C3=CCCC4=C3CC=C4)CC2)C(=O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O	Molecule_1212	-7.989644	-7.248700	-9.166400	5.986563
CON=C1C=C(C2=CC(=C3C(=O)[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H](O)N3C(=O)[C@H](O)CCC(=O)O)CCC2)C[C@H]2C=C(O)C[C@@H]1C2	Molecule_1449	-6.552130	-5.913600	-7.938100	8.176802
